month,division,line,day_type,incidents,reporting_category
2024-10-01T00:00:00.000,A DIVISION,1,1,2,External Factors
2024-10-01T00:00:00.000,A DIVISION,1,1,59,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,1,1,49,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,1,1,49,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,1,1,103,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,1,2,0,
2024-10-01T00:00:00.000,A DIVISION,1,2,9,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,1,2,0,External Factors
2024-10-01T00:00:00.000,A DIVISION,1,2,14,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,1,2,8,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,1,2,11,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,1,2,27,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,2,1,0,
2024-10-01T00:00:00.000,A DIVISION,2,1,19,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,2,1,1,External Factors
2024-10-01T00:00:00.000,A DIVISION,2,1,57,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,2,1,100,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,2,1,55,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,2,1,98,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,2,2,0,
2024-10-01T00:00:00.000,A DIVISION,2,2,3,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,2,2,0,External Factors
2024-10-01T00:00:00.000,A DIVISION,2,2,14,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,2,2,37,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,2,2,15,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,2,2,54,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,3,1,0,
2024-10-01T00:00:00.000,A DIVISION,3,1,8,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,3,1,1,External Factors
2024-10-01T00:00:00.000,A DIVISION,3,1,37,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,3,1,51,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,3,1,11,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,3,1,79,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,3,2,0,
2024-10-01T00:00:00.000,A DIVISION,3,2,4,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,3,2,1,External Factors
2024-10-01T00:00:00.000,A DIVISION,3,2,11,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,3,2,24,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,3,2,15,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,3,2,41,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,4,1,0,
2024-10-01T00:00:00.000,A DIVISION,4,1,21,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,4,1,1,External Factors
2024-10-01T00:00:00.000,A DIVISION,4,1,50,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,4,1,50,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,4,1,25,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,4,1,110,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,4,2,0,
2024-10-01T00:00:00.000,A DIVISION,4,2,5,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,4,2,0,External Factors
2024-10-01T00:00:00.000,A DIVISION,4,2,16,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,4,2,22,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,4,2,14,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,4,2,17,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,5,1,0,
2024-10-01T00:00:00.000,A DIVISION,5,1,12,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,5,1,0,External Factors
2024-10-01T00:00:00.000,A DIVISION,5,1,25,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,5,1,34,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,5,1,16,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,5,1,87,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,5,2,0,
2024-10-01T00:00:00.000,A DIVISION,5,2,0,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,5,2,0,External Factors
2024-10-01T00:00:00.000,A DIVISION,5,2,2,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,5,2,14,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,5,2,6,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,5,2,2,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,6,1,0,
2024-10-01T00:00:00.000,A DIVISION,6,1,16,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,6,1,1,External Factors
2024-10-01T00:00:00.000,A DIVISION,6,1,68,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,6,1,99,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,6,1,57,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,6,1,150,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,6,2,0,
2024-10-01T00:00:00.000,A DIVISION,6,2,6,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,6,2,0,External Factors
2024-10-01T00:00:00.000,A DIVISION,6,2,8,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,6,2,22,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,6,2,19,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,6,2,36,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,7,1,0,
2024-10-01T00:00:00.000,A DIVISION,7,1,25,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,7,1,1,External Factors
2024-10-01T00:00:00.000,A DIVISION,7,1,44,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,7,1,3,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,7,1,41,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,7,1,41,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,7,2,0,
2024-10-01T00:00:00.000,A DIVISION,7,2,2,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,7,2,0,External Factors
2024-10-01T00:00:00.000,A DIVISION,7,2,7,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,7,2,1,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,7,2,9,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,7,2,10,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,S 42nd,1,0,
2024-10-01T00:00:00.000,A DIVISION,S 42nd,1,1,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,S 42nd,1,0,External Factors
2024-10-01T00:00:00.000,A DIVISION,S 42nd,1,2,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,S 42nd,1,0,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,S 42nd,1,0,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,S 42nd,1,0,Police & Medical
2024-10-01T00:00:00.000,A DIVISION,S 42nd,2,0,
2024-10-01T00:00:00.000,A DIVISION,S 42nd,2,0,Crew Availability
2024-10-01T00:00:00.000,A DIVISION,S 42nd,2,0,External Factors
2024-10-01T00:00:00.000,A DIVISION,S 42nd,2,2,Infrastructure & Equipment
2024-10-01T00:00:00.000,A DIVISION,S 42nd,2,0,Operating Conditions
2024-10-01T00:00:00.000,A DIVISION,S 42nd,2,0,Planned ROW Work
2024-10-01T00:00:00.000,A DIVISION,S 42nd,2,0,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,A,1,0,
2024-10-01T00:00:00.000,B DIVISION,A,1,15,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,A,1,60,External Factors
2024-10-01T00:00:00.000,B DIVISION,A,1,87,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,A,1,46,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,A,1,57,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,A,1,107,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,A,2,0,
2024-10-01T00:00:00.000,B DIVISION,A,2,9,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,A,2,24,External Factors
2024-10-01T00:00:00.000,B DIVISION,A,2,25,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,A,2,7,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,A,2,30,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,A,2,41,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,B,1,0,
2024-10-01T00:00:00.000,B DIVISION,B,1,23,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,B,1,1,External Factors
2024-10-01T00:00:00.000,B DIVISION,B,1,65,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,B,1,39,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,B,1,28,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,B,1,71,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,C,1,0,
2024-10-01T00:00:00.000,B DIVISION,C,1,13,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,C,1,2,External Factors
2024-10-01T00:00:00.000,B DIVISION,C,1,34,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,C,1,80,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,C,1,21,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,C,1,117,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,C,2,0,
2024-10-01T00:00:00.000,B DIVISION,C,2,2,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,C,2,2,External Factors
2024-10-01T00:00:00.000,B DIVISION,C,2,10,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,C,2,9,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,C,2,14,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,C,2,20,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,D,1,0,
2024-10-01T00:00:00.000,B DIVISION,D,1,28,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,D,1,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,D,1,85,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,D,1,46,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,D,1,75,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,D,1,92,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,D,2,0,
2024-10-01T00:00:00.000,B DIVISION,D,2,5,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,D,2,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,D,2,20,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,D,2,6,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,D,2,23,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,D,2,20,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,E,1,0,
2024-10-01T00:00:00.000,B DIVISION,E,1,9,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,E,1,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,E,1,70,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,E,1,13,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,E,1,67,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,E,1,67,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,E,2,0,
2024-10-01T00:00:00.000,B DIVISION,E,2,2,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,E,2,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,E,2,11,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,E,2,3,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,E,2,16,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,E,2,15,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,F,1,0,
2024-10-01T00:00:00.000,B DIVISION,F,1,31,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,F,1,3,External Factors
2024-10-01T00:00:00.000,B DIVISION,F,1,117,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,F,1,34,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,F,1,110,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,F,1,124,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,F,2,0,
2024-10-01T00:00:00.000,B DIVISION,F,2,5,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,F,2,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,F,2,22,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,F,2,4,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,F,2,39,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,F,2,21,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,G,1,0,
2024-10-01T00:00:00.000,B DIVISION,G,1,11,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,G,1,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,G,1,54,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,G,1,20,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,G,1,67,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,G,1,41,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,G,2,0,
2024-10-01T00:00:00.000,B DIVISION,G,2,5,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,G,2,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,G,2,8,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,G,2,2,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,G,2,2,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,G,2,3,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,JZ,1,0,
2024-10-01T00:00:00.000,B DIVISION,JZ,1,13,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,JZ,1,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,JZ,1,43,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,JZ,1,53,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,JZ,1,62,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,JZ,1,83,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,JZ,2,0,
2024-10-01T00:00:00.000,B DIVISION,JZ,2,2,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,JZ,2,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,JZ,2,9,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,JZ,2,4,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,JZ,2,9,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,JZ,2,8,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,L,1,0,
2024-10-01T00:00:00.000,B DIVISION,L,1,9,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,L,1,1,External Factors
2024-10-01T00:00:00.000,B DIVISION,L,1,40,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,L,1,5,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,L,1,29,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,L,1,25,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,L,2,0,
2024-10-01T00:00:00.000,B DIVISION,L,2,8,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,L,2,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,L,2,10,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,L,2,0,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,L,2,2,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,L,2,5,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,M,1,0,
2024-10-01T00:00:00.000,B DIVISION,M,1,14,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,M,1,3,External Factors
2024-10-01T00:00:00.000,B DIVISION,M,1,38,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,M,1,33,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,M,1,32,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,M,1,50,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,M,2,0,
2024-10-01T00:00:00.000,B DIVISION,M,2,0,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,M,2,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,M,2,2,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,M,2,0,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,M,2,3,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,M,2,1,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,N,1,0,
2024-10-01T00:00:00.000,B DIVISION,N,1,28,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,N,1,2,External Factors
2024-10-01T00:00:00.000,B DIVISION,N,1,97,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,N,1,62,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,N,1,96,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,N,1,106,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,N,2,0,
2024-10-01T00:00:00.000,B DIVISION,N,2,9,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,N,2,1,External Factors
2024-10-01T00:00:00.000,B DIVISION,N,2,25,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,N,2,7,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,N,2,17,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,N,2,17,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,Q,1,0,
2024-10-01T00:00:00.000,B DIVISION,Q,1,13,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,Q,1,2,External Factors
2024-10-01T00:00:00.000,B DIVISION,Q,1,52,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,Q,1,34,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,Q,1,60,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,Q,1,91,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,Q,2,0,
2024-10-01T00:00:00.000,B DIVISION,Q,2,2,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,Q,2,1,External Factors
2024-10-01T00:00:00.000,B DIVISION,Q,2,12,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,Q,2,4,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,Q,2,10,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,Q,2,12,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,R,1,0,
2024-10-01T00:00:00.000,B DIVISION,R,1,15,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,R,1,1,External Factors
2024-10-01T00:00:00.000,B DIVISION,R,1,70,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,R,1,28,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,R,1,46,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,R,1,70,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,R,2,0,
2024-10-01T00:00:00.000,B DIVISION,R,2,3,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,R,2,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,R,2,10,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,R,2,7,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,R,2,15,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,R,2,16,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,S Fkln,1,0,
2024-10-01T00:00:00.000,B DIVISION,S Fkln,1,0,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,S Fkln,1,2,External Factors
2024-10-01T00:00:00.000,B DIVISION,S Fkln,1,2,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,S Fkln,1,0,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,S Fkln,1,3,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,S Fkln,1,6,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,S Fkln,2,0,
2024-10-01T00:00:00.000,B DIVISION,S Fkln,2,0,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,S Fkln,2,0,External Factors
2024-10-01T00:00:00.000,B DIVISION,S Fkln,2,0,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,S Fkln,2,0,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,S Fkln,2,0,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,S Fkln,2,1,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,S Rock,1,0,
2024-10-01T00:00:00.000,B DIVISION,S Rock,1,1,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,S Rock,1,49,External Factors
2024-10-01T00:00:00.000,B DIVISION,S Rock,1,5,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,S Rock,1,2,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,S Rock,1,10,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,S Rock,1,7,Police & Medical
2024-10-01T00:00:00.000,B DIVISION,S Rock,2,0,
2024-10-01T00:00:00.000,B DIVISION,S Rock,2,0,Crew Availability
2024-10-01T00:00:00.000,B DIVISION,S Rock,2,2,External Factors
2024-10-01T00:00:00.000,B DIVISION,S Rock,2,0,Infrastructure & Equipment
2024-10-01T00:00:00.000,B DIVISION,S Rock,2,0,Operating Conditions
2024-10-01T00:00:00.000,B DIVISION,S Rock,2,0,Planned ROW Work
2024-10-01T00:00:00.000,B DIVISION,S Rock,2,0,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,1,1,0,
2024-11-01T00:00:00.000,A DIVISION,1,1,17,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,1,1,3,External Factors
2024-11-01T00:00:00.000,A DIVISION,1,1,57,Infrastructure & Equipment
2024-11-01T00:00:00.000,A DIVISION,1,1,36,Operating Conditions
2024-11-01T00:00:00.000,A DIVISION,1,1,40,Planned ROW Work
2024-11-01T00:00:00.000,A DIVISION,1,1,102,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,1,2,0,
2024-11-01T00:00:00.000,A DIVISION,1,2,3,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,1,2,1,External Factors
2024-11-01T00:00:00.000,A DIVISION,1,2,20,Infrastructure & Equipment
2024-11-01T00:00:00.000,A DIVISION,1,2,25,Operating Conditions
2024-11-01T00:00:00.000,A DIVISION,1,2,14,Planned ROW Work
2024-11-01T00:00:00.000,A DIVISION,1,2,42,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,2,1,0,
2024-11-01T00:00:00.000,A DIVISION,2,1,17,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,2,1,2,External Factors
2024-11-01T00:00:00.000,A DIVISION,2,1,57,Infrastructure & Equipment
2024-11-01T00:00:00.000,A DIVISION,2,1,78,Operating Conditions
2024-11-01T00:00:00.000,A DIVISION,2,1,57,Planned ROW Work
2024-11-01T00:00:00.000,A DIVISION,2,1,96,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,2,2,0,
2024-11-01T00:00:00.000,A DIVISION,2,2,8,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,2,2,0,External Factors
2024-11-01T00:00:00.000,A DIVISION,2,2,22,Infrastructure & Equipment
2024-11-01T00:00:00.000,A DIVISION,2,2,52,Operating Conditions
2024-11-01T00:00:00.000,A DIVISION,2,2,26,Planned ROW Work
2024-11-01T00:00:00.000,A DIVISION,2,2,71,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,3,1,0,
2024-11-01T00:00:00.000,A DIVISION,3,1,12,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,3,1,1,External Factors
2024-11-01T00:00:00.000,A DIVISION,3,1,28,Infrastructure & Equipment
2024-11-01T00:00:00.000,A DIVISION,3,1,41,Operating Conditions
2024-11-01T00:00:00.000,A DIVISION,3,1,15,Planned ROW Work
2024-11-01T00:00:00.000,A DIVISION,3,1,87,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,3,2,0,
2024-11-01T00:00:00.000,A DIVISION,3,2,4,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,3,2,1,External Factors
2024-11-01T00:00:00.000,A DIVISION,3,2,13,Infrastructure & Equipment
2024-11-01T00:00:00.000,A DIVISION,3,2,23,Operating Conditions
2024-11-01T00:00:00.000,A DIVISION,3,2,18,Planned ROW Work
2024-11-01T00:00:00.000,A DIVISION,3,2,46,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,4,1,0,
2024-11-01T00:00:00.000,A DIVISION,4,1,16,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,4,1,1,External Factors
2024-11-01T00:00:00.000,A DIVISION,4,1,61,Infrastructure & Equipment
2024-11-01T00:00:00.000,A DIVISION,4,1,50,Operating Conditions
2024-11-01T00:00:00.000,A DIVISION,4,1,45,Planned ROW Work
2024-11-01T00:00:00.000,A DIVISION,4,1,84,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,4,2,0,
2024-11-01T00:00:00.000,A DIVISION,4,2,4,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,4,2,0,External Factors
2024-11-01T00:00:00.000,A DIVISION,4,2,26,Infrastructure & Equipment
2024-11-01T00:00:00.000,A DIVISION,4,2,32,Operating Conditions
2024-11-01T00:00:00.000,A DIVISION,4,2,16,Planned ROW Work
2024-11-01T00:00:00.000,A DIVISION,4,2,45,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,5,1,0,
2024-11-01T00:00:00.000,A DIVISION,5,1,12,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,5,1,1,External Factors
2024-11-01T00:00:00.000,A DIVISION,5,1,28,Infrastructure & Equipment
2024-11-01T00:00:00.000,A DIVISION,5,1,18,Operating Conditions
2024-11-01T00:00:00.000,A DIVISION,5,1,8,Planned ROW Work
2024-11-01T00:00:00.000,A DIVISION,5,1,67,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,5,2,0,
2024-11-01T00:00:00.000,A DIVISION,5,2,2,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,5,2,1,External Factors
2024-11-01T00:00:00.000,A DIVISION,5,2,14,Infrastructure & Equipment
2024-11-01T00:00:00.000,A DIVISION,5,2,27,Operating Conditions
2024-11-01T00:00:00.000,A DIVISION,5,2,18,Planned ROW Work
2024-11-01T00:00:00.000,A DIVISION,5,2,35,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,6,1,0,
2024-11-01T00:00:00.000,A DIVISION,6,1,18,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,6,1,0,External Factors
2024-11-01T00:00:00.000,A DIVISION,6,1,70,Infrastructure & Equipment
2024-11-01T00:00:00.000,A DIVISION,6,1,92,Operating Conditions
2024-11-01T00:00:00.000,A DIVISION,6,1,42,Planned ROW Work
2024-11-01T00:00:00.000,A DIVISION,6,1,109,Police & Medical
2024-11-01T00:00:00.000,A DIVISION,6,2,0,
2024-11-01T00:00:00.000,A DIVISION,6,2,3,Crew Availability
2024-11-01T00:00:00.000,A DIVISION,6,2,0,External Factors
